Name: 0-0, Condition: 1, Run: 1, Date: 10/7/2019 9:34:41 AM, Testing: False
14.34023,0.4660642,4.315718,19.12713,-2.949612,-1.280139
14.35023,0.4660642,4.76191,20.9119,-2.740493,-1.307544
14.36023,0.5282307,5.121914,22.60058,-2.514487,-1.332689
14.37023,0.6344787,5.386679,24.08463,-2.273641,-1.355425
14.38023,0.6344787,5.548988,24.73387,-2.026302,-1.375688
14.39023,0.7068178,5.603368,25.24074,-1.773895,-1.393427
14.40023,0.7068178,5.546391,25.01284,-1.523766,-1.408665
14.41023,0.7610721,5.376715,24.55115,-1.278255,-1.421447
14.42023,0.7689841,5.095087,23.45628,-1.043692,-1.431884
14.43023,0.7689841,4.704346,21.89332,-0.8247588,-1.440132
14.44024,0.7689841,4.209421,19.91362,-0.6256226,-1.446388
14.45024,0.7689841,3.61724,17.5449,-0.4501737,-1.45089
14.46024,0.7689841,2.936609,14.82237,-0.30195,-1.453909
14.47024,0.7689841,2.178112,11.78838,-0.1840661,-1.45575
14.48024,0.7689841,1.353728,8.490849,-0.09915765,-1.456742
14.49024,0.7689841,0.4771097,4.984375,-0.0493139,-1.457235
14.50024,0.7689841,-0.4372201,1.327056,-0.03604334,-1.457595
14.51024,0.7689841,-1.37384,-2.419424,-0.06023758,-1.458198
14.52024,0.7689841,-2.3167,-6.190865,-0.1221462,-1.459419
14.53024,0.7689841,-3.249537,-9.922212,-0.2213683,-1.461633
14.54024,0.7701144,-4.155792,-13.54271,-0.3567955,-1.465201
14.55024,0.7701144,-5.01949,-16.9975,-0.5267705,-1.470468
14.56024,0.79159,-5.825104,-20.13406,-0.728111,-1.477749
14.57024,0.8288897,-6.557943,-22.91621,-0.9572732,-1.487322
14.58024,0.8288897,-7.20451,-25.50248,-1.212298,-1.499445
14.59024,0.8492354,-7.75244,-27.61282,-1.488426,-1.514329
14.60024,0.8492354,-8.191176,-29.36776,-1.782104,-1.532151
14.61024,0.9080108,-8.511832,-30.41529,-2.086257,-1.553013
14.62024,0.9690468,-8.707487,-30.95376,-2.395794,-1.576971
14.63024,0.9690468,-8.773247,-31.2168,-2.707962,-1.604051
14.64024,0.9961741,-8.706399,-30.8409,-3.016371,-1.634214
14.65024,0.9961741,-8.506433,-30.04104,-3.316781,-1.667382
14.66024,1.112595,-8.175049,-28.24982,-3.599279,-1.703375
14.67024,1.197367,-7.71617,-26.07521,-3.860032,-1.741975
14.68024,1.197367,-7.13583,-23.75385,-4.09757,-1.782951
14.69024,1.392909,-6.442071,-20.19665,-4.299536,-1.825946
14.70024,1.392909,-5.644936,-17.00811,-4.469617,-1.870643
14.71024,1.634792,-4.756087,-12.48518,-4.594469,-1.916587
14.72024,1.747822,-3.788745,-8.163692,-4.676106,-1.963348
14.73024,1.747822,-2.757383,-4.038241,-4.716488,-2.010513
14.74024,1.939973,-1.677449,1.050093,-4.705987,-2.057573
14.75024,1.939973,-0.5654445,5.498113,-4.651006,-2.104083
14.76024,2.088042,0.561924,10.59986,-4.545008,-2.149533
14.77024,2.164902,1.687712,15.41045,-4.390903,-2.193442
14.78024,2.164902,2.795042,19.83978,-4.192505,-2.235367
14.79024,2.175074,3.867508,24.17033,-3.950802,-2.274875
14.80024,2.175074,4.889128,28.25681,-3.668234,-2.311557
14.81024,2.177335,5.845189,32.0901,-3.347333,-2.345031
14.82024,2.177335,6.722044,35.59752,-2.991358,-2.374944
14.83024,2.177335,7.507464,38.7392,-2.603966,-2.400984
14.84024,2.177335,8.190989,41.47329,-2.189233,-2.422876
14.85024,2.177335,8.763774,43.76443,-1.751589,-2.440392
14.86024,2.177335,9.21909,45.5857,-1.295732,-2.453349
14.87024,2.08239,9.552215,46.53842,-0.8303475,-2.461653
14.88025,2.08239,9.760617,47.37203,-0.3566272,-2.465219
14.89025,2.001009,9.843843,47.37941,0.1171669,-2.464047
14.90025,2.001009,9.803668,47.21871,0.589354,-2.458154
14.91025,1.872155,9.64391,46.06426,1.049997,-2.447654
14.92025,1.803207,9.370477,44.69473,1.496944,-2.432685
14.93025,1.803207,8.991098,43.17722,1.928716,-2.413398
14.94025,1.793034,8.515261,41.23318,2.341048,-2.389987
14.95025,1.793034,7.953957,38.98796,2.730928,-2.362678
14.96025,1.793034,7.319709,36.45097,3.095438,-2.331723
14.97025,1.793034,6.625905,33.67575,3.432195,-2.297401
14.98025,1.793034,5.886842,30.7195,3.73939,-2.260008
14.99025,1.793034,5.117413,27.64179,4.015808,-2.21985
15.00025,1.793034,4.332662,24.50278,4.260836,-2.177241
15.01025,1.787383,3.547929,21.34125,4.474248,-2.132499
15.02025,1.787383,2.777978,18.26144,4.656862,-2.08593
15.03025,1.787383,2.037115,15.29799,4.809842,-2.037832
15.04025,1.787383,1.338805,12.50475,4.93489,-1.988483
15.05025,1.787383,0.6953822,9.93106,5.0342,-1.938141
15.06025,1.787383,0.118063,7.621783,5.110418,-1.887037
15.07025,1.787383,-0.3836435,5.614957,5.166567,-1.835371
15.08025,1.787383,-0.8018307,3.942208,5.205989,-1.783311
15.09025,1.787383,-1.13041,2.62789,5.232268,-1.730989
15.10025,1.787383,-1.365244,1.688557,5.249154,-1.678497
15.11025,1.787383,-1.504147,1.132943,5.260484,-1.625892
15.12025,1.787383,-1.546989,0.9615736,5.2701,-1.573191
15.13025,1.787383,-1.495639,1.166974,5.281769,-1.520373
15.14025,1.787383,-1.353978,1.733617,5.299106,-1.467382
15.15025,1.787383,-1.127681,2.638808,5.325494,-1.414127
15.16025,1.787383,-0.8243224,3.852241,5.364016,-1.360487
15.17025,1.787383,-0.4530291,5.337415,5.41739,-1.306313
15.18025,1.787383,-0.02433405,7.052195,5.487912,-1.251434
15.19025,1.787383,0.4499766,8.949437,5.577406,-1.19566
15.20025,1.787383,0.9572749,10.97863,5.687193,-1.138788
15.21025,1.787383,1.48382,13.08481,5.818041,-1.080608
15.22025,1.787383,2.015751,15.21254,5.970166,-1.020906
15.23025,1.787383,2.538927,17.30524,6.143219,-0.959474
15.24025,1.787383,3.039296,19.30672,6.336286,-0.8961112
15.25025,1.787383,3.503185,21.16227,6.547908,-0.8306321
15.26025,1.787383,3.91737,22.81901,6.776098,-0.7628711
15.27025,1.787383,4.269823,24.22882,7.018386,-0.6926872
15.28025,1.787383,4.549458,25.34736,7.27186,-0.6199686
15.29025,1.787383,4.746642,26.1361,7.533221,-0.5446364
15.30025,1.787383,4.853268,26.5626,7.798847,-0.4666479
15.31026,1.787383,4.86305,26.60173,8.064864,-0.3859993
15.32026,1.787383,4.771359,26.23497,8.327214,-0.3027271
15.33026,1.787383,4.575731,25.45246,8.581738,-0.2169098
15.34026,1.736519,4.275654,24.04869,8.822226,-0.1286875
15.35026,1.736519,3.872736,22.43702,9.046596,-0.03822155
15.36026,1.660789,3.370496,20.12514,9.247847,0.05425692
15.37026,1.363521,2.774611,16.55253,9.413372,0.1483906
15.38026,1.363521,2.092567,13.82435,9.551616,0.2439068
15.39026,0.8277595,1.333648,8.645632,9.638072,0.3402875
15.40026,0.8277595,0.5087669,5.346106,9.691533,0.4372028
15.41026,0,-0.3698323,-1.479329,9.67674,0.5339702
15.42026,0,-1.288393,-5.153572,9.625204,0.6302223
15.43026,0,-2.232489,-8.929956,9.535905,0.7255813
15.44026,0,-3.186865,-12.74746,9.40843,0.8196656
15.45026,0,-4.135844,-16.54338,9.242996,0.9120955
15.46026,0,-5.063654,-20.25462,9.04045,1.0025
15.47026,0,-5.954402,-23.81761,8.802274,1.090523
15.48026,0,-6.79289,-27.17156,8.530559,1.175828
15.49026,0,-7.564546,-30.25818,8.227977,1.258108
15.50026,0,-8.255707,-33.02283,7.897748,1.337086
15.51026,0,-8.854053,-35.41621,7.543586,1.412521
15.52026,0,-9.348497,-37.39399,7.169646,1.484218
15.53026,0,-9.729849,-38.9194,6.780452,1.552023
15.54026,0,-9.990605,-39.96242,6.380828,1.615831
15.55026,0,-10.12532,-40.50129,5.975815,1.675589
15.56026,0,-10.13062,-40.52248,5.57059,1.731295
15.57026,0,-10.00529,-40.02115,5.170379,1.782999
15.58026,0,-9.750256,-39.00102,4.780368,1.830802
15.59026,0,-9.36872,-37.47488,4.40562,1.874859
15.60026,0,-8.866018,-35.46407,4.050979,1.915368
15.61026,0,-8.249398,-32.99759,3.721003,1.952578
15.62026,0,-7.528291,-30.11316,3.419871,1.986777
15.63026,0,-6.713738,-26.85495,3.151322,2.018291
15.64026,0,-5.818448,-23.27379,2.918584,2.047476
15.65026,0,-4.856405,-19.42562,2.724327,2.07472
15.66026,-0.20327,-3.842827,-16.18439,2.562484,2.100344
15.67026,-1.477116,-2.793674,-17.08316,2.391652,2.124261
15.68026,-1.477116,-1.725811,-12.81171,2.263535,2.146896
15.69026,-2.088607,-0.6560342,-10.97856,2.153749,2.168434
15.70026,-2.088607,0.398668,-6.759755,2.086152,2.189296
15.71026,-3.264117,1.421601,-7.370065,2.012451,2.20942
15.72026,-4.192091,2.396798,-7.18117,1.940639,2.228826
15.73026,-4.192091,3.308832,-3.533035,1.905309,2.247879
15.74026,-4.594478,4.14367,-1.803232,1.887277,2.266752
15.75027,-4.594478,4.888537,1.176237,1.899039,2.285742
15.76027,-5.046597,5.532304,1.942827,1.918467,2.304927
15.77027,-5.161887,6.06559,3.614813,1.954615,2.324473
15.78027,-5.161887,6.480852,5.275858,2.007374,2.344547
15.79027,-5.161887,6.772714,6.443306,2.071807,2.365265
15.80027,-5.161887,6.937946,7.104235,2.142849,2.386693
15.81027,-5.036424,6.975463,7.756157,2.220411,2.408898
15.82027,-4.853315,6.886358,8.132172,2.301733,2.431915
15.83027,-4.853315,6.67401,7.28278,2.374561,2.455661
15.84027,-4.760632,6.343792,6.332642,2.437887,2.480039
15.85027,-4.760632,5.903109,4.569908,2.483586,2.504875
15.86027,-4.609171,5.361215,3.008173,2.513668,2.530012
15.87027,-4.462233,4.728978,1.066978,2.524338,2.555255
15.88027,-4.462233,4.018947,-1.773146,2.506606,2.580321
15.89027,-4.3006,3.244706,-4.223577,2.46437,2.604965
15.90027,-4.3006,2.4209,-7.518799,2.389182,2.628857
15.91027,-4.215828,1.562894,-10.61174,2.283065,2.651688
15.92027,-4.031589,0.6863847,-13.38082,2.149257,2.67318
15.93027,-4.031589,-0.1924631,-16.89621,1.980295,2.692983
15.94027,-3.840568,-1.057944,-19.59405,1.784354,2.710827
15.95027,-3.840568,-1.89465,-22.94087,1.554946,2.726376
15.96027,-3.747885,-2.687901,-25.74314,1.297514,2.739351
15.97027,-3.747885,-3.424012,-28.68758,1.010638,2.749458
15.98027,-3.554604,-4.090336,-30.57976,0.7048408,2.756506
15.99027,-3.35115,-4.67586,-32.10804,0.3837604,2.760344
16.00027,-3.35115,-5.171103,-34.08901,0.04287032,2.760772
16.01027,-3.177084,-5.568356,-34.98176,-0.3069473,2.757703
16.02027,-3.100224,-5.861876,-35.8484,-0.6654313,2.751049
16.03027,-3.100224,-6.047899,-36.59249,-1.031356,2.740735
16.04027,-2.969109,-6.124678,-36.37515,-1.395108,2.726784
16.05027,-2.969109,-6.092646,-36.24702,-1.757578,2.709208
16.06027,-2.825561,-5.954207,-35.11907,-2.108769,2.688121
16.07027,-2.737398,-5.713815,-33.80485,-2.446817,2.663652
16.08027,-2.737398,-5.377705,-32.46041,-2.771421,2.635938
16.09027,-2.576896,-4.954144,-30.12416,-3.072663,2.605211
16.10027,-2.576896,-4.452746,-28.11857,-3.353848,2.571673
16.11027,-2.382484,-3.884652,-25.06854,-3.604534,2.535628
16.12027,-2.382484,-3.262123,-22.57843,-3.830318,2.497324
16.13027,-2.283018,-2.598362,-19.52552,-4.025573,2.457069
16.14027,-2.087476,-1.907451,-15.97971,-4.18537,2.415215
16.15027,-2.087476,-1.203649,-13.1645,-4.317016,2.372045
16.16027,-1.91228,-0.5014718,-9.655009,-4.413566,2.327909
16.17027,-1.848984,0.1847792,-6.656817,-4.480134,2.283108
16.18027,-1.848984,0.8412479,-4.030943,-4.520443,2.237904
16.19028,-1.765342,1.454568,-1.243093,-4.532875,2.192575
16.20028,-1.765342,2.012517,0.9887023,-4.522987,2.147345
16.21028,-1.75969,2.50404,2.977401,-4.493213,2.102413
16.22028,-1.75969,2.91943,4.638958,-4.446824,2.057945
16.23028,-1.75969,3.250606,5.963664,-4.387187,2.014073
16.24028,-1.75969,3.491142,6.925807,-4.317929,1.970893
16.25028,-1.75969,3.63661,7.507678,-4.242852,1.928465
16.26028,-1.75969,3.684462,7.699087,-4.165861,1.886806
16.27028,-1.75969,3.634174,7.497936,-4.090882,1.845897
16.28028,-1.75969,3.487234,6.910173,-4.02178,1.80568
16.29028,-1.75969,3.247193,5.950012,-3.96228,1.766057
16.30028,-1.75969,2.919452,4.639046,-3.915889,1.726898
16.31028,-1.75969,2.511291,3.006403,-3.885825,1.68804
16.32028,-1.75969,2.031683,1.08797,-3.874945,1.64929
16.33028,-1.75969,1.491135,-1.074222,-3.885688,1.610433
16.34028,-1.75856,0.901387,-3.428692,-3.919975,1.571234
16.35028,-1.75856,0.2755614,-5.931994,-3.979295,1.531441
16.36028,-1.746127,-0.3725968,-8.474895,-4.064044,1.4908
16.37028,-1.746127,-1.028696,-11.09929,-4.175036,1.44905
16.38028,-1.694133,-1.677956,-13.48836,-4.30992,1.405951
16.39028,-1.514416,-2.305681,-15.28039,-4.462724,1.361324
16.40028,-1.514416,-2.897106,-17.64609,-4.639184,1.314932
16.41028,-1.322265,-3.438312,-19.04231,-4.829607,1.266636
16.42028,-1.322265,-3.91599,-20.95302,-5.039138,1.216244
16.43028,-0.6610407,-4.317939,-19.91592,-5.238297,1.163861
16.44028,0,-4.633303,-18.53321,-5.423629,1.109625
16.45028,0,-4.852487,-19.40995,-5.617729,1.053448
16.46028,0,-4.967834,-19.87134,-5.816442,0.9952833
16.47028,0,-4.973459,-19.89384,-6.01538,0.9351295
16.48028,0,-4.865469,-19.46188,-6.209999,0.8730295
16.49028,0,-4.641981,-18.56792,-6.395679,0.8090727
16.50028,0,-4.303274,-17.2131,-6.56781,0.7433946
16.51028,0.10776,-3.851774,-14.97605,-6.71757,0.6762189
16.52028,0.10776,-3.292017,-12.73703,-6.844941,0.6077695
16.53028,0.6491724,-2.630513,-7.925362,-6.924194,0.5385276
16.54028,1.17024,-1.875732,-2.82197,-6.952414,0.4690035
16.55028,1.17024,-1.038108,0.5285273,-6.947129,0.3995322
16.56028,1.199627,-0.129477,4.280602,-6.904323,0.330489
16.57028,1.199627,0.8367742,8.145606,-6.822866,0.2622603
16.58028,1.134071,1.846079,11.9206,-6.70366,0.1952237
16.59028,0.8243687,2.882993,14.82945,-6.555366,0.12967
16.60028,0.8243687,3.931185,19.02221,-6.365144,0.06601859
16.61028,0.5350124,4.974129,22.03657,-6.144778,0.004570808
16.62029,0.5350124,5.995124,26.12055,-5.883573,-0.05426492
16.63029,0.4050282,6.97764,29.53067,-5.588266,-0.1101476
16.64029,0.2524381,7.905767,32.63282,-5.261938,-0.1627669
16.65029,0.2524381,8.764037,36.0659,-4.901278,-0.2117797
16.66029,0.2445258,9.538287,39.13125,-4.509966,-0.2568794
16.67029,0.2445258,10.21558,41.84044,-4.091561,-0.297795
16.68029,0.2919984,10.78448,44.30593,-3.648502,-0.33428
16.69029,0.3948554,11.23527,46.52049,-3.183297,-0.366113
16.70029,0.3948554,11.56012,47.81992,-2.705098,-0.3931639
16.71029,0.669518,11.7532,49.69086,-2.208189,-0.4152458
16.72029,0.669518,11.81088,49.92161,-1.708973,-0.4323356
16.73029,0.8594079,11.73172,50.36449,-1.205328,-0.4443888
16.74029,1.259533,11.51647,51.10402,-0.6942881,-0.4513317
16.75029,1.259533,11.16811,49.71059,-0.1971822,-0.4533035
16.76029,1.695828,10.69186,49.55075,0.2983252,-0.4503203
16.77029,1.695828,10.09492,47.16301,0.7699553,-0.4426207
16.78029,2.108387,9.386462,45.9794,1.229749,-0.4303232
16.79029,2.30845,8.577469,43.54367,1.665186,-0.4136714
16.80029,2.30845,7.680407,39.95543,2.06474,-0.393024
16.81029,2.6871,6.709382,37.58593,2.440599,-0.368618
16.82029,2.6871,5.67933,33.46572,2.775257,-0.3408654
16.83029,3.011495,4.606222,30.47087,3.079965,-0.3100657
16.84029,3.133567,3.506507,26.5603,3.345568,-0.2766101
16.85029,3.133567,2.396889,22.12182,3.566787,-0.2409422
16.86029,3.304243,1.294334,18.39431,3.75073,-0.2034349
16.87029,3.304243,0.2152612,14.07802,3.89151,-0.1645198
16.88029,3.359627,-0.8244352,10.14077,3.992918,-0.1245906
16.89029,3.359627,-1.809704,6.199693,4.054914,-0.0840415
16.90029,3.359627,-2.726634,2.53197,4.080234,-0.04323916
16.91029,3.359627,-3.562581,-0.8118172,4.072116,-0.002518
16.92029,3.359627,-4.306564,-3.787748,4.034238,0.03782438
16.93029,3.3325,-4.949324,-6.467298,3.969565,0.07752004
16.94029,3.3325,-5.483467,-8.603868,3.883527,0.1163553
16.95029,3.3325,-5.903652,-10.28461,3.780681,0.1541621
16.96029,3.3325,-6.206598,-11.49639,3.665717,0.1908193
16.97029,3.3325,-6.391202,-12.23481,3.543369,0.226253
16.98029,3.329109,-6.458397,-12.51715,3.418197,0.2604349
16.99029,3.278245,-6.411396,-12.5326,3.292871,0.2933636
17.00029,3.278245,-6.255211,-11.90786,3.173792,0.3251016
17.01029,3.2206,-5.996989,-11.10555,3.062737,0.3557289
17.02029,3.2206,-5.645445,-9.699379,2.965743,0.3853863
17.03029,3.195734,-5.210959,-8.060902,2.885134,0.4142377
17.04029,3.14487,-4.705276,-6.241625,2.822718,0.4424649
17.05029,3.14487,-4.141253,-3.985531,2.782862,0.4702935
17.0603,3.086095,-3.532615,-1.786078,2.765002,0.4979435
17.0703,3.086095,-2.893918,0.7687101,2.772689,0.5256704
17.0803,3.043143,-2.239805,3.213352,2.804822,0.5537186
17.0903,2.950459,-1.585088,5.461485,2.859437,0.582313
17.1003,2.950459,-0.9443174,8.024568,2.939683,0.6117098
17.1103,2.785435,-0.3315019,9.815734,3.03784,0.6420882
17.1203,2.785435,0.2398802,12.10126,3.158853,0.6736768
17.1303,2.659973,0.7576222,13.67038,3.295557,0.7066324
17.1403,2.31071,1.210687,14.08559,3.436412,0.7409965
17.1503,2.31071,1.589489,15.6008,3.59242,0.7769207
17.1603,1.877806,1.886105,15.05564,3.742977,0.8143504
17.1703,1.877806,2.09431,15.88847,3.901861,0.8533691
17.1803,1.648356,2.209876,15.43293,4.05619,0.893931
17.1903,1.184934,2.230505,13.66176,4.192808,0.935859
17.2003,1.184934,2.155895,13.36331,4.326441,0.9791234
17.2103,0.5734425,1.987794,10.24494,4.428891,1.023412
17.2203,0.5734425,1.729944,9.213547,4.521026,1.068623
17.2303,0,1.387936,5.551746,4.576544,1.114388
17.2403,0,0.9691684,3.876673,4.615311,1.160541
17.2503,0,0.4826964,1.930786,4.634619,1.206887
17.2603,0,-0.06105525,-0.244221,4.632176,1.253209
17.2703,0,-0.6501938,-2.600775,4.606169,1.299271
17.2803,0,-1.271908,-5.08763,4.555293,1.344824
17.2903,0,-1.912638,-7.650552,4.478787,1.389611
17.3003,0,-2.558278,-10.23311,4.376456,1.433376
17.3103,0,-3.194567,-12.77827,4.248673,1.475863
17.3203,0,-3.806996,-15.22799,4.096393,1.516827
17.3303,0,-4.381654,-17.52662,3.921127,1.556038
17.3403,0,-4.905185,-19.62074,3.72492,1.593287
17.3503,0,-5.364924,-21.4597,3.510323,1.62839
17.3603,0,-5.749476,-22.99791,3.280344,1.661194
17.3703,0,-6.048773,-24.19509,3.038393,1.691578
17.3803,0,-6.254112,-25.01645,2.788228,1.71946
17.3903,0,-6.358685,-25.43474,2.533881,1.744799
17.4003,0,-6.357488,-25.42995,2.279581,1.767595
17.4103,0,-6.247475,-24.9899,2.029682,1.787892
17.4203,0,-6.027683,-24.11073,1.788575,1.805777
17.4303,0,-5.699089,-22.79636,1.560611,1.821383
17.4403,0,-5.264907,-21.05963,1.350015,1.834884
17.4503,0,-4.730318,-18.92127,1.160802,1.846492
17.4603,0,-4.102456,-16.40982,0.9967043,1.856459
17.4703,0,-3.390223,-13.56089,0.8610954,1.86507
17.4803,0,-2.604414,-10.41766,0.7569188,1.872639
17.4903,0,-1.757152,-7.028609,0.6866327,1.879505
17.50031,0,-0.8618237,-3.447295,0.6521598,1.886027
17.51031,0,0.06701459,0.2680584,0.6548404,1.892575
17.52031,0,1.014162,4.056647,0.6954068,1.899529
17.53031,0,1.963598,7.854393,0.7739507,1.907269
17.54031,0,2.899354,11.59741,0.8899248,1.916168
17.55031,0,3.805382,15.22153,1.04214,1.926589
17.56031,0,4.666003,18.66401,1.22878,1.938877
17.57031,0,5.466239,21.86496,1.44743,1.953351
17.58031,0,6.191753,24.76701,1.6951,1.970302
17.59031,0,6.829589,27.31836,1.968284,1.989985
17.60031,0,7.368139,29.47256,2.263009,2.012615
17.61031,-0.04389799,7.79739,31.01397,2.573149,2.038347
17.62031,-0.04389799,8.109167,32.26108,2.89576,2.067305
17.63031,-0.6847768,8.2971,30.44929,3.200253,2.099307
17.64031,-1.41721,8.357073,27.75945,3.477847,2.134085
17.65031,-1.41721,8.286999,27.47916,3.752639,2.171612
17.66031,-2.130428,8.087069,23.82656,3.990904,2.211521
17.67031,-2.130428,7.759587,22.51664,4.216071,2.253682
17.68031,-2.434478,7.309144,19.49866,4.411057,2.297792
17.69031,-2.901291,6.742365,15.3643,4.564701,2.343439
17.70031,-2.901291,6.067839,12.66619,4.691362,2.390353
17.71031,-3.090051,5.296081,8.824119,4.779603,2.438149
17.72031,-3.090051,4.439117,5.396266,4.833566,2.486484
17.73031,-3.090051,3.51049,1.681755,4.850384,2.534988
17.74031,-3.059533,2.525123,-2.13764,4.829007,2.583278
17.75031,-3.059533,1.498698,-6.243341,4.766574,2.630944
17.76031,-2.917115,0.4476437,-9.877886,4.667795,2.677622
17.77031,-2.917115,-0.6111953,-14.11324,4.526663,2.722889
17.78031,-2.827821,-1.660951,-17.95509,4.347112,2.76636
17.79031,-2.807477,-2.68478,-21.96903,4.127421,2.807634
17.80031,-2.807477,-3.666465,-25.89577,3.868464,2.846319
17.81031,-2.774698,-4.590489,-29.46075,3.573856,2.882057
17.82031,-2.774698,-5.442414,-32.86845,3.245172,2.914509
17.83031,-2.771307,-6.209106,-35.92165,2.885955,2.943368
17.84031,-2.765656,-6.878765,-38.57768,2.500179,2.96837
17.85031,-2.765656,-7.441442,-40.82839,2.091895,2.989289
17.86031,-2.750961,-7.889168,-42.56052,1.666289,3.005952
17.87031,-2.750961,-8.215815,-43.8671,1.227618,3.018228
17.88031,-2.665059,-8.417411,-44.32988,0.7843196,3.026071
17.89031,-2.428826,-8.492179,-43.68402,0.3474794,3.029546
17.90031,-2.428826,-8.440519,-43.47738,-0.08729438,3.028673
17.91031,-2.225373,-8.265009,-41.96153,-0.5069097,3.023604
17.92031,-2.225373,-7.970326,-40.7828,-0.9147376,3.014457
17.93032,-1.768733,-7.563118,-37.3274,-1.288012,3.001577
17.94032,-1.222799,-7.052129,-33.09971,-1.619009,2.985387
17.95032,-1.222799,-6.447601,-30.6816,-1.925825,2.966128
17.96032,-0.7752007,-5.761378,-26.14631,-2.187288,2.944256
17.97032,-0.7752007,-5.006615,-23.12726,-2.418561,2.92007
17.98032,-0.5344473,-4.197421,-18.92747,-2.607835,2.893991
17.99032,-0.1998792,-3.348984,-14.19545,-2.74979,2.866493
18.00032,-0.1998792,-2.476729,-10.70643,-2.856854,2.837925
18.01032,0,-1.596416,-6.385662,-2.920711,2.808718
18.02032,0,-0.723732,-2.894928,-2.94966,2.779221
18.03032,0,0.1260555,0.5042219,-2.944618,2.749775
18.04032,0,0.938041,3.752164,-2.907096,2.720704
18.05032,0,1.698463,6.793853,-2.839157,2.692313
18.06032,-0.01224958,2.394616,9.529467,-2.743863,2.664874
18.07032,-0.01224958,3.015122,12.01149,-2.623748,2.638637
18.08032,-0.03937687,3.550245,14.04347,-2.483313,2.613803
18.09032,-0.03937687,3.991931,15.81021,-2.325211,2.590551
18.10032,-0.03937687,4.333926,17.1782,-2.153429,2.569017
18.11032,-0.03937687,4.572051,18.1307,-1.972122,2.549296
18.12032,-0.03937687,4.704121,18.65898,-1.785532,2.53144
18.13032,-0.05067968,4.730021,18.71736,-1.598359,2.515457
18.14032,-0.07667669,4.65164,18.29985,-1.41536,2.501303
18.15032,-0.07667669,4.47292,17.58497,-1.239511,2.488908
18.16032,-0.1071945,4.199775,16.37032,-1.075807,2.47815
18.17032,-0.1071945,3.839784,14.93036,-0.9265038,2.468885
18.18032,-0.1252793,3.402205,13.1077,-0.7954268,2.460931
18.19032,-0.1433641,2.89765,11.01714,-0.6852553,2.454078
18.20032,-0.1433641,2.338223,8.779434,-0.597461,2.448103
18.21032,-0.211182,1.736766,6.102334,-0.5364376,2.442739
18.22032,-0.211182,1.106888,3.582822,-0.5006094,2.437733
18.23032,-0.3434271,0.4628164,0.4775574,-0.4958338,2.432775
18.24032,-0.4281992,-0.1812591,-2.437833,-0.5202122,2.427572
18.25032,-0.4281992,-0.8109198,-4.956476,-0.569777,2.421875
18.26032,-0.6146985,-1.412403,-8.108404,-0.650861,2.415366
18.27032,-0.6146985,-1.972462,-10.34864,-0.7543474,2.407823
18.28032,-0.7910249,-2.478773,-13.07919,-0.8851393,2.398971
18.29032,-0.9164879,-2.920242,-15.34692,-1.038608,2.388585
18.30032,-0.9164879,-3.286825,-16.81325,-1.206741,2.376518
18.31032,-0.9458758,-3.570332,-18.06483,-1.387389,2.362644
18.32032,-0.9458758,-3.764205,-18.84032,-1.575793,2.346886
18.33032,-0.9560483,-3.863724,-19.27909,-1.768583,2.3292
18.34032,-0.9560483,-3.866134,-19.28873,-1.961471,2.309586
18.35032,-0.9560483,-3.770626,-18.9067,-2.150538,2.28808
18.36032,-0.9560483,-3.57849,-18.13815,-2.331919,2.264761
18.37033,-0.9560483,-3.293015,-16.99625,-2.501882,2.239742
18.38033,-0.9560483,-2.919412,-15.50184,-2.6569,2.213173
18.39033,-0.9560483,-2.464772,-13.68328,-2.793733,2.185236
18.40033,-0.9560483,-1.937873,-11.57568,-2.90949,2.156141
18.41033,-0.9560483,-1.349254,-9.22121,-3.001702,2.126124
18.42033,-0.9560483,-0.7106665,-6.666859,-3.06837,2.09544
18.43033,-0.9560483,-0.03504803,-3.964385,-3.108014,2.06436
18.44033,-0.9560483,0.6637118,-1.169346,-3.119708,2.033163
18.45033,-0.9560483,1.371118,1.66028,-3.103105,2.002132
18.46033,-0.9560483,2.072067,4.464075,-3.058464,1.971547
18.47033,-0.9560483,2.751577,7.182117,-2.986643,1.941681
18.48033,-0.9560483,3.39476,9.754848,-2.889094,1.91279
18.49033,-0.9560483,3.987171,12.12449,-2.767849,1.885111
18.50033,-0.9560483,4.515217,14.23667,-2.625483,1.858856
18.51033,-0.9560483,4.966048,16.04,-2.465083,1.834206
18.52033,-0.9560483,5.328221,17.48869,-2.290196,1.811303
18.53033,-0.9560483,5.59176,18.54285,-2.104768,1.790256
18.54033,-0.9560483,5.748361,19.16925,-1.913075,1.771125
18.55033,-0.9560483,5.791544,19.34198,-1.719655,1.753929
18.56033,-0.9560483,5.716712,19.04265,-1.529229,1.738636
18.57033,-0.9560483,5.521436,18.26155,-1.346613,1.72517
18.58033,-0.9560483,5.20542,16.99749,-1.176638,1.713404
18.59033,-0.9560483,4.770537,15.25796,-1.024059,1.703163
18.60033,-0.9560483,4.22063,13.05833,-0.8934755,1.694228
18.61033,-0.9560483,3.561856,10.42323,-0.7892432,1.686336
18.62033,-0.9560483,2.80228,7.384929,-0.715394,1.679182
18.63033,-0.9560483,1.951822,3.983094,-0.675563,1.672426
18.64033,-0.9560483,1.022101,0.2642102,-0.6729209,1.665697
